MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IAH,"Houston, TX",1830,-6.0,2021,-33.0,0.0,0.0,912.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IAH,"Houston, TX",2025,0.0,2214,-27.0,0.0,0.0,912.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ILM,"Wilmington, NC",1259,-4.0,1354,-11.0,0.0,0.0,185.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ILM,"Wilmington, NC",1625,-2.0,1722,24.0,0.0,0.0,185.0,0.0,0.0,24.0,0.0,0.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ILM,"Wilmington, NC",2245,3.0,2352,-8.0,0.0,0.0,185.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IND,"Indianapolis, IN",1654,-7.0,1833,-6.0,0.0,0.0,427.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IND,"Indianapolis, IN",1919,-1.0,2055,-3.0,0.0,0.0,427.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IND,"Indianapolis, IN",2220,142.0,1,127.0,0.0,0.0,427.0,0.0,0.0,0.0,0.0,127.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",1215,-1.0,1335,-2.0,0.0,0.0,328.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",1450,-4.0,1613,-13.0,0.0,0.0,328.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",1800,-4.0,1919,-20.0,0.0,0.0,328.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",2033,-8.0,2152,-13.0,0.0,0.0,328.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",2235,-1.0,2359,-14.0,0.0,0.0,328.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JFK,"New York, NY",711,9.0,900,4.0,0.0,0.0,541.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JFK,"New York, NY",1309,-5.0,1458,-14.0,0.0,0.0,541.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JFK,"New York, NY",1838,-2.0,2028,-6.0,0.0,0.0,541.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",JFK,"New York, NY",2013,-4.0,2159,-11.0,0.0,0.0,541.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1130,0.0,1328,-15.0,0.0,0.0,1916.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1330,5.0,1521,46.0,0.0,0.0,1916.0,5.0,0.0,41.0,0.0,0.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1640,19.0,1835,6.0,0.0,0.0,1916.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1816,-2.0,2008,-8.0,0.0,0.0,1916.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAX,"Los Angeles, CA",1105,-2.0,1327,-2.0,0.0,0.0,2125.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAX,"Los Angeles, CA",1645,50.0,1907,27.0,0.0,0.0,2125.0,17.0,0.0,0.0,0.0,10.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAX,"Los Angeles, CA",1817,16.0,2041,2.0,0.0,0.0,2125.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LAX,"Los Angeles, CA",2015,3.0,2236,27.0,0.0,0.0,2125.0,3.0,0.0,24.0,0.0,0.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LGA,"New York, NY",1142,-2.0,1329,-6.0,0.0,0.0,544.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LGA,"New York, NY",1313,-3.0,1459,-10.0,0.0,0.0,544.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LGA,"New York, NY",1433,-3.0,1616,-8.0,0.0,0.0,544.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LGA,"New York, NY",1611,-2.0,1758,-16.0,0.0,0.0,544.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LGA,"New York, NY",1812,7.0,1955,12.0,0.0,0.0,544.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LGA,"New York, NY",2042,-3.0,2230,-8.0,0.0,0.0,544.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LGA,"New York, NY",2203,108.0,2345,102.0,0.0,0.0,544.0,64.0,0.0,0.0,0.0,38.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LIT,"Little Rock, AR",1100,-8.0,1211,-27.0,0.0,0.0,640.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",LIT,"Little Rock, AR",1930,-7.0,2036,-22.0,0.0,0.0,640.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCI,"Kansas City, MO",1130,20.0,1306,11.0,0.0,0.0,808.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCI,"Kansas City, MO",2050,12.0,2223,1.0,0.0,0.0,808.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",933,-4.0,1123,-24.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",1116,-7.0,1304,-10.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",1258,-5.0,1438,-16.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",1401,-3.0,1541,1.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",1454,11.0,1639,-10.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",1559,-3.0,1739,-2.0,0.0,0.0,468.0,,,,,
